BASE_DATE,ID_KISP,CLEAN_PRICE,MAT_YLD,MAT_MOD_DUR,MAT_CONVEX
20180216,XS1388938802,93.75713558,0.0358207,7.2330719,28.26865
20180217,XS1388938802,93.75946061,0.0358201,7.2303446,28.2488915
20180218,XS1388938802,93.7617856,0.0358194,7.2276173,28.2291404
20180219,XS1388938802,93.76411055,0.0358187,7.22489,28.209397
20180220,XS1388938802,93.33193365,0.0364648,7.2199202,28.179197
20180221,XS1388938802,93.12382053,0.0367788,7.2158872,28.1531967
20180222,XS1388938802,93.23672597,0.036613,7.2142253,28.1387733
20180223,XS1388938802,92.93702906,0.0370651,7.2090202,28.1064849
20180224,XS1388938802,93.04197756,0.0369108,7.2069895,28.090202
20180225,XS1388938802,93.0444654,0.0369102,7.204262,28.0705139
20180226,XS1388938802,93.04695381,0.0369096,7.2015346,28.0508332
20180227,XS1388938802,93.51534172,0.0362118,7.2021863,28.0479006
20180228,XS1388938802,93.48584666,0.0362587,7.1992584,28.0272577
20180301,XS1388938802,93.14204712,0.0367763,7.194609,27.9985295
20180302,XS1388938802,93.12939303,0.0368046,7.1918801,27.978867
20180303,XS1388938802,93.68324623,0.0359786,7.1929227,27.9776968
20180304,XS1388938802,93.68548646,0.0359781,7.1901942,27.9580421
20180305,XS1388938802,93.68772718,0.0359776,7.1874657,27.9383948
20180306,XS1388938802,93.73724035,0.0359066,7.1849318,27.9195564
20180307,XS1388938802,93.30135808,0.0365619,7.1791453,27.8849839
20180308,XS1388938802,93.51101517,0.0362506,7.1780212,27.8733345
20180309,XS1388938802,93.37587691,0.0364561,7.1742381,27.8484353
20180310,XS1388938802,93.42482711,0.0363857,7.1721258,27.8321132
20180311,XS1388938802,93.42714256,0.0363853,7.1693967,27.8125124
20180312,XS1388938802,93.42945818,0.0363848,7.1666676,27.7929192
20180313,XS1388938802,93.21376719,0.036712,7.1622035,27.7646918
20180314,XS1388938802,93.3957667,0.0364414,7.1608875,27.7521354
20180315,XS1388938802,93.68677193,0.0360079,7.1603069,27.7432072
20180316,XS1388938802,93.81211767,0.0358232,7.1586516,27.7289822
20180317,XS1388938802,93.71474901,0.0359718,7.1554542,27.7072722
20180318,XS1388938802,93.71696938,0.0359714,7.1527242,27.6877135
20180319,XS1388938802,93.71918966,0.0359709,7.1499943,27.6681625
20180320,XS1388938802,93.51868038,0.0362748,7.1458677,27.6418589
20180321,XS1388938802,93.50665502,0.0362959,7.143092,27.6220856
20180322,XS1388938802,93.22892763,0.0367173,7.1385026,27.5935985
20180323,XS1388938802,93.34608039,0.0365437,7.1364467,27.577319
20180324,XS1388938802,93.73981528,0.0359545,7.1363929,27.5707401
20180325,XS1388938802,93.74209042,0.035954,7.1336638,27.5512377
20180326,XS1388938802,93.7443654,0.0359535,7.1309347,27.5317429
20180327,XS1388938802,93.48860994,0.0363412,7.1263731,27.5032949
20180328,XS1388938802,93.46701729,0.0363767,7.1236396,27.4838714
20180329,XS1388938802,93.95341109,0.0356484,7.1244283,27.4815449
20180330,XS1388938802,93.88169754,0.0357588,7.121301,27.4602119
20180331,XS1388938802,94.10619907,0.0354251,7.2219529,27.8409878
20180401,XS1388938802,94.11562931,0.0354109,7.2192185,27.8212289
20180402,XS1388938802,94.11758769,0.0354106,7.2164842,27.8014777
20180403,XS1388938802,93.98616,0.0356102,7.2130604,27.778368
20180404,XS1388938802,94.10493225,0.0354346,7.2108166,27.7609762
20180405,XS1388938802,93.92102546,0.0357132,7.2069736,27.7357131
20180406,XS1388938802,93.65091275,0.0361226,7.2026056,27.7078323
20180407,XS1388938802,93.68599246,0.0360724,7.2000032,27.6887185
20180408,XS1388938802,93.68816937,0.0360719,7.1972698,27.6690243
20180409,XS1388938802,93.69034657,0.0360714,7.1945364,27.6493377
20180410,XS1388938802,93.81057975,0.0358929,7.1925541,27.6335115
20180411,XS1388938802,93.77048226,0.0359561,7.1896431,27.6129805
20180412,XS1388938802,93.80875121,0.0359011,7.1873541,27.5956601
20180413,XS1388938802,93.93685383,0.0357107,7.1854845,27.5804055
20180414,XS1388938802,93.58788742,0.0362402,7.1808102,27.5511193
20180415,XS1388938802,93.5900243,0.0362398,7.1780759,27.5314731
20180416,XS1388938802,93.59216238,0.0362394,7.1753415,27.5118341
20180417,XS1388938802,93.46347256,0.0364373,7.1720348,27.4895134
20180418,XS1388938802,93.4762331,0.0364208,7.1695474,27.4712381
20180419,XS1388938802,93.48067831,0.036417,7.1670424,27.4528439
20180420,XS1388938802,93.21717097,0.0368205,7.1627433,27.4254166
20180421,XS1388938802,93.02125214,0.0371223,7.1585754,27.3984995
20180422,XS1388938802,93.02348347,0.037122,7.1558405,27.378911
20180423,XS1388938802,93.0257152,0.0371217,7.1531056,27.35933
20180424,XS1388938802,92.56939858,0.037824,7.1475633,27.3257843
20180425,XS1388938802,92.60486873,0.0377729,7.1452174,27.3082188
20180426,XS1388938802,92.3916117,0.0381044,7.1409659,27.2809449
20180427,XS1388938802,92.24406746,0.0383355,7.1370482,27.255356
20180428,XS1388938802,92.61612574,0.0377656,7.1368992,27.2488645
20180429,XS1388938802,92.61847077,0.0377653,7.1341646,27.2293366
20180430,XS1388938802,92.62081623,0.0377651,7.1314301,27.2098162
20180501,XS1388938802,92.60096573,0.037799,7.1286463,27.1901241
20180502,XS1388938802,92.60328706,0.0377988,7.1259114,27.1706171
20180503,XS1388938802,92.51950506,0.0379313,7.1228196,27.1494254
20180504,XS1388938802,92.63141955,0.0377622,7.1205821,27.1322212
20180505,XS1388938802,92.78922295,0.0375226,7.1189055,27.1180676
20180506,XS1388938802,92.79156993,0.0375223,7.1161711,27.09859
20180507,XS1388938802,92.79391767,0.037522,7.1134366,27.07912
20180508,XS1388938802,92.79626613,0.0375217,7.1107022,27.0596574
20180509,XS1388938802,92.75294674,0.0375917,7.1078712,27.039823
20180510,XS1388938802,92.47494516,0.0380241,7.1033669,27.0116205
20180511,XS1388938802,92.50137193,0.0379867,7.100905,26.9936211
20180512,XS1388938802,92.64339154,0.0377707,7.0993356,26.9801526
20180513,XS1388938802,92.64564558,0.0377706,7.0965998,26.9607216
20180514,XS1388938802,92.64790011,0.0377705,7.093864,26.9412981
20180515,XS1388938802,92.64571922,0.0377772,7.0910684,26.9215676
20180516,XS1388938802,92.27396968,0.0383566,7.0859284,26.8902887
20180517,XS1388938802,91.99419447,0.0387955,7.0813801,26.8619311
20180518,XS1388938802,91.67394532,0.0392995,7.0764511,26.8317006
20180519,XS1388938802,91.77615373,0.0391435,7.074154,26.8143455
20180520,XS1388938802,91.77880184,0.0391431,7.0714202,26.7949924
20180521,XS1388938802,91.78145071,0.0391428,7.0686865,26.7756469
20180522,XS1388938802,91.93599198,0.038905,7.0670366,26.7616531
20180523,XS1388938802,91.93857124,0.0389047,7.0643025,26.7423183
20180524,XS1388938802,92.26380806,0.0384011,7.0639309,26.734605
20180525,XS1388938802,92.4834103,0.0380631,7.0621713,26.7198788
20180526,XS1388938802,92.63234791,0.0378355,7.0604143,26.7054219
20180527,XS1388938802,92.63476201,0.0378351,7.0576802,26.6861057
20180528,XS1388938802,92.6371765,0.0378348,7.0549461,26.6667971
20180529,XS1388938802,92.92320478,0.0373951,7.0537784,26.654986
20180530,XS1388938802,93.37325445,0.0367039,7.0536168,26.6480541
20180531,XS1388938802,93.49047996,0.0365266,7.0514979,26.6317402
20180601,XS1388938802,93.33929076,0.0367593,7.0479958,26.6088081
20180602,XS1388938802,93.26316993,0.0368797,7.044871,26.5877252
20180603,XS1388938802,93.26546785,0.0368793,7.0421374,26.5684541
20180604,XS1388938802,93.26776793,0.0368789,7.0394036,26.5491901
20180605,XS1388938802,92.99704576,0.0373006,7.0352389,26.5231646
20180606,XS1388938802,92.93747802,0.0373961,7.0322418,26.5026969
20180607,XS1388938802,92.93979506,0.0373959,7.0295073,26.483456
20180608,XS1388938802,92.63163643,0.037878,7.0247168,26.4541027
20180609,XS1388938802,93.04582585,0.0372381,7.024572,26.4474595
20180610,XS1388938802,93.04816761,0.0372378,7.021838,26.4282423
20180611,XS1388938802,93.05051016,0.0372374,7.019104,26.4090326
20180612,XS1388938802,92.74214802,0.0377198,7.0145165,26.3808901
20180613,XS1388938802,92.73271426,0.037738,7.0118487,26.3621149
20180614,XS1388938802,92.73516069,0.0377376,7.0091149,26.3429334
20180615,XS1388938802,92.73228275,0.0377456,7.0067092,26.3256201
20180616,XS1388938802,92.91603687,0.0374629,7.0052879,26.3129097
20180617,XS1388938802,92.91833755,0.0374627,7.0025527,26.2937395
20180618,XS1388938802,92.92063864,0.0374625,6.9998175,26.2745768
20180619,XS1388938802,92.97448242,0.037382,6.9973202,26.25654
20180620,XS1388938802,93.36385954,0.0367808,6.9968759,26.2482666
20180621,XS1388938802,93.06696139,0.0372449,6.9925373,26.221503
20180622,XS1388938802,92.88457433,0.0375322,6.9885969,26.196548
20180623,XS1388938802,93.02991664,0.0373091,6.9867459,26.1816861
20180624,XS1388938802,93.03223575,0.0373089,6.9840113,26.1625697
20180625,XS1388938802,93.03455484,0.0373086,6.9812767,26.1434609
20180626,XS1388938802,93.30964563,0.036884,6.9801803,26.1321995
20180627,XS1388938802,93.1658076,0.0371109,6.9764725,26.1083574
20180628,XS1388938802,93.35187582,0.0368248,6.9749368,26.0950248
20180629,XS1388938802,93.57037307,0.036489,6.9734866,26.0821262
20180630,XS1388938802,93.37176198,0.0368003,6.969531,26.0572117
20180701,XS1388938802,93.37394268,0.0368001,6.9667959,26.0381403
20180702,XS1388938802,93.37612409,0.0367999,6.9640609,26.0190765
20180703,XS1388938802,93.49120888,0.0366243,6.9621093,26.0038133
20180704,XS1388938802,93.26133944,0.036985,6.9581047,25.9787985
20180705,XS1388938802,93.53246758,0.0365665,6.957124,25.9682275
20180706,XS1388938802,93.35475119,0.036846,6.9533286,25.9441438
20180707,XS1388938802,93.42030735,0.0367472,6.9511398,25.9278446
20180708,XS1388938802,93.42244787,0.036747,6.9484041,25.9088208
20180709,XS1388938802,93.42458956,0.0367469,6.9456684,25.8898042
20180710,XS1388938802,93.3774019,0.0368236,6.9426127,25.8692418
20180711,XS1388938802,93.23953153,0.037042,6.9389755,25.8458797
20180712,XS1388938802,93.40144101,0.0367926,6.9374446,25.8327748
20180713,XS1388938802,93.24260193,0.0370438,6.9337939,25.8094534
20180714,XS1388938802,93.29758487,0.0369612,6.9314746,25.7924851
20180715,XS1388938802,93.29976576,0.036961,6.9287389,25.773515
20180716,XS1388938802,93.30194785,0.0369609,6.9260032,25.7545523
20180717,XS1388938802,93.39089106,0.0368252,6.923759,25.7378653
20180718,XS1388938802,93.22795614,0.0370833,6.920027,25.7141445
20180719,XS1388938802,93.16871163,0.0371794,6.9170949,25.6943711
20180720,XS1388938802,93.07303444,0.0373328,6.9137269,25.6724312
20180721,XS1388938802,93.36794665,0.0368741,6.9127482,25.6617899
20180722,XS1388938802,93.3701721,0.0368739,6.9100129,25.6428735
20180723,XS1388938802,93.37239795,0.0368736,6.9072777,25.6239646
20180724,XS1388938802,93.02652153,0.0374197,6.9020215,25.59286
20180725,XS1388938802,92.61131568,0.0380779,6.8967102,25.5617846
20180726,XS1388938802,92.68271256,0.0379687,6.8946423,25.5461893
20180727,XS1388938802,92.57140168,0.0381484,6.8912746,25.5244293
20180728,XS1388938802,92.46334164,0.0383233,6.8879742,25.5030156
20180729,XS1388938802,92.46584605,0.0383231,6.8852397,25.4841699
20180730,XS1388938802,92.46835119,0.0383229,6.8825053,25.4653317
20180731,XS1388938802,92.55335253,0.0381918,6.8802457,25.4486988
20180801,XS1388938802,92.59371489,0.0381279,6.877741,25.4309655
20180802,XS1388938802,92.43904547,0.0383769,6.874025,25.4075398
20180803,XS1388938802,92.3645929,0.0384991,6.8707162,25.3859194
20180804,XS1388938802,92.47447182,0.0383282,6.8686214,25.370093
20180805,XS1388938802,92.47703209,0.0383279,6.8658876,25.3513037
20180806,XS1388938802,92.47959306,0.0383277,6.8631539,25.3325218
20180807,XS1388938802,92.636224,0.0380827,6.8613698,25.3181697
20180808,XS1388938802,92.7819914,0.0378552,6.859662,25.3042692
20180809,XS1388938802,92.58194235,0.0381763,6.8557335,25.2799746
20180810,XS1388938802,92.63688951,0.0380927,6.8533388,25.2628109
20180811,XS1388938802,93.034394,0.0374664,6.8530889,25.2556873
20180812,XS1388938802,93.03681829,0.0374661,6.8503548,25.2369396
20180813,XS1388938802,93.039243,0.0374658,6.8476208,25.2181993
20180814,XS1388938802,93.23735868,0.0371561,6.8459971,25.2045519
20180815,XS1388938802,92.98742146,0.0375549,6.8418393,25.1792867
20180816,XS1388938802,92.98989628,0.0375545,6.8391054,25.1605707
20180817,XS1388938802,93.11205377,0.0373646,6.8371364,25.1453781
20180818,XS1388938802,93.11677525,0.0373606,6.8344855,25.1271448
20180819,XS1388938802,93.11920977,0.0373602,6.8317515,25.1084484
20180820,XS1388938802,93.12164447,0.0373599,6.8290175,25.0897597
20180821,XS1388938802,93.16941977,0.0372877,6.8265312,25.0721924
20180822,XS1388938802,93.42050456,0.036894,6.8254165,25.0610748
20180823,XS1388938802,93.3645251,0.0369858,6.8223945,25.0411095
20180824,XS1388938802,93.4314235,0.0368835,6.8200668,25.0243364
20180825,XS1388938802,93.30145269,0.0370924,6.8165967,25.0023479
20180826,XS1388938802,93.30378412,0.0370922,6.8138621,24.9836977
20180827,XS1388938802,93.30611596,0.0370919,6.8111275,24.9650552
20180828,XS1388938802,93.39257965,0.0369584,6.8090245,24.9494144
20180829,XS1388938802,93.16788754,0.0373181,6.8049004,24.9243072
20180830,XS1388938802,93.04787022,0.0375124,6.8013597,24.9018948
20180831,XS1388938802,92.95775455,0.0376594,6.7981392,24.8811168
20180901,XS1388938802,93.12191495,0.0373982,6.7963017,24.8666287
20180902,XS1388938802,93.12429924,0.0373979,6.7935676,24.8480356
20180903,XS1388938802,93.12668524,0.0373977,6.7908333,24.8294498
20180904,XS1388938802,93.16353267,0.0373426,6.7881337,24.8108674
20180905,XS1388938802,93.03683812,0.0375479,6.7845374,24.7882625
20180906,XS1388938802,92.9593467,0.0376751,6.7813791,24.7677559
20180907,XS1388938802,92.95765922,0.0376814,6.7785751,24.7488391
20180908,XS1388938802,93.08560757,0.0374809,6.7766542,24.7340579
20180909,XS1388938802,93.08811363,0.0374805,6.7739209,24.715523
20180910,XS1388938802,93.09063183,0.0374801,6.7711877,24.696996
20180911,XS1388938802,92.7097893,0.0380929,6.7663344,24.6689376
20180912,XS1388938802,92.60014864,0.0382727,6.7630835,24.6482278
20180913,XS1388938802,92.45756214,0.0385058,6.7594476,24.625567
20180914,XS1388938802,92.46631488,0.0384957,6.7568616,24.6078462
20180915,XS1388938802,92.43208022,0.0385547,6.7540039,24.5888597
20180916,XS1388938802,92.43466455,0.0385545,6.7512694,24.5703806
20180917,XS1388938802,92.43724946,0.0385544,6.7485349,24.551909
20180918,XS1388938802,92.30959302,0.0387643,6.745036,24.5299938
20180919,XS1388938802,92.272567,0.0388282,6.741962,24.509876
20180920,XS1388938802,91.971426,0.0393201,6.7372211,24.4821971
20180921,XS1388938802,91.87559964,0.03948,6.7337321,24.4602065
20180922,XS1388938802,91.7854312,0.039631,6.7304984,24.4396014
20180923,XS1388938802,91.78823989,0.0396307,6.7277648,24.4211901
20180924,XS1388938802,91.79104887,0.0396305,6.7250312,24.4027863
20180925,XS1388938802,91.79385838,0.0396303,6.7222977,24.3843901
20180926,XS1388938802,91.79666841,0.0396301,6.7195642,24.3660015
20180927,XS1388938802,91.79947897,0.0396299,6.7168307,24.3476204
20180928,XS1388938802,92.07107384,0.0391921,6.7160372,24.3382268
20180929,XS1388938802,91.96184385,0.039374,6.7125678,24.3165135
20180930,XS1388938802,91.96458526,0.0393738,6.7098339,24.2981497
20181001,XS1388938802,91.96732721,0.0393737,6.8051896,24.6348795
20181002,XS1388938802,91.88564009,0.0395109,6.8018774,24.6134444
20181003,XS1388938802,91.95661335,0.0393992,6.7994431,24.5961734
20181004,XS1388938802,91.95933979,0.0393989,6.796707,24.5775646
20181005,XS1388938802,91.13319028,0.0407575,6.7893238,24.5369894
20181006,XS1388938802,91.27195755,0.0405335,6.7871718,24.521084
20181007,XS1388938802,91.27494383,0.040533,6.7844365,24.5025123
20181008,XS1388938802,91.27793067,0.0405326,6.7817013,24.4839483
20181009,XS1388938802,91.1276237,0.0407849,6.7779676,24.4605402
20181010,XS1388938802,91.13073478,0.0407843,6.7752331,24.4419975
20181011,XS1388938802,91.26376165,0.0405693,6.7734393,24.4279747
20181012,XS1388938802,91.55659725,0.0400917,6.7722231,24.4165128
20181013,XS1388938802,91.45964347,0.0402555,6.7690527,24.396034
20181014,XS1388938802,91.46261301,0.040255,6.7663175,24.3775125
20181015,XS1388938802,91.46558308,0.0402545,6.7635823,24.3589987
20181016,XS1388938802,91.65416086,0.0399486,6.7618564,24.3452061
20181017,XS1388938802,91.54940208,0.0401253,6.7585785,24.3241674
20181018,XS1388938802,91.60336385,0.0400408,6.7561895,24.3073484
20181019,XS1388938802,91.29340781,0.0405563,6.7517422,24.2808558
20181020,XS1388938802,91.49207103,0.0402328,6.7501061,24.2674817
20181021,XS1388938802,91.49506166,0.0402323,6.7473711,24.2490132
20181022,XS1388938802,91.49805284,0.0402318,6.7446361,24.2305522
20181023,XS1388938802,91.36167139,0.0404615,6.7412109,24.208928
20181024,XS1388938802,91.69140583,0.0399217,6.7403536,24.1992673
20181025,XS1388938802,91.77151419,0.0397941,6.7379931,24.182509
20181026,XS1388938802,92.00891995,0.0394081,6.7363769,24.1691949
20181027,XS1388938802,92.0450489,0.0393529,6.7338439,24.1517167
20181028,XS1388938802,92.04795765,0.0393522,6.7311095,24.1332957
20181029,XS1388938802,92.05086688,0.0393516,6.728375,24.1148822
20181030,XS1388938802,92.29141959,0.0389611,6.7268026,24.1017621
20181031,XS1388938802,92.06752866,0.0393325,6.722915,24.0780529
20181101,XS1388938802,91.89004127,0.0396245,6.7192106,24.0551657
20181102,XS1388938802,91.81777531,0.0397478,6.7160751,24.034946
20181103,XS1388938802,91.72697216,0.0399019,6.712779,24.0139387
20181104,XS1388938802,91.73003836,0.0399012,6.7100451,23.9955777
20181105,XS1388938802,91.73310502,0.0399005,6.7073112,23.9772242
20181106,XS1388938802,91.53286044,0.0402362,6.7035049,23.9538984
20181107,XS1388938802,91.55692303,0.0402008,6.7010783,23.9371065
20181108,XS1388938802,91.59658457,0.0401395,6.6986246,23.9201219
20181109,XS1388938802,91.31499909,0.0406114,6.6945051,23.8955449
20181110,XS1388938802,91.3376327,0.0405783,6.6919419,23.8780672
20181111,XS1388938802,91.34071229,0.0405778,6.6892069,23.8597579
20181112,XS1388938802,91.34379373,0.0405773,6.6864718,23.8414558
20181113,XS1388938802,91.61899375,0.0401245,6.6851661,23.8296672
20181114,XS1388938802,91.77322722,0.0398732,6.6831484,23.8146247
20181115,XS1388938802,91.88041113,0.0397,6.681051,23.7992662
20181116,XS1388938802,92.01248752,0.0394859,6.6788859,23.783501
20181117,XS1388938802,92.18128925,0.0392113,6.6770641,23.7694306
20181118,XS1388938802,92.18427636,0.0392105,6.6743302,23.7511677
20181119,XS1388938802,92.1872639,0.0392097,6.6715963,23.7329123
20181120,XS1388938802,92.42883139,0.0388155,6.6698925,23.7191948
20181121,XS1388938802,92.46635692,0.0387578,6.6671874,23.7009732
20181122,XS1388938802,92.39334439,0.0388821,6.6641893,23.6816551
20181123,XS1388938802,92.45744842,0.0387804,6.6618513,23.6652549
20181124,XS1388938802,92.49222987,0.0387271,6.6593195,23.6479887
20181125,XS1388938802,92.49513982,0.0387263,6.6565858,23.6297754
20181126,XS1388938802,92.4980502,0.0387255,6.6538521,23.6115697
20181127,XS1388938802,92.56087573,0.038626,6.6514788,23.595008
20181128,XS1388938802,92.53525703,0.0386722,6.64865,23.5764227
20181129,XS1388938802,92.47416555,0.038777,6.6455663,23.5566003
20181130,XS1388938802,92.77189846,0.0382903,6.6442002,23.5444575
20181201,XS1388938802,92.76436321,0.0383066,6.641587,23.5269692
20181202,XS1388938802,92.76725288,0.0383057,6.6388536,23.5088063
20181203,XS1388938802,92.77014278,0.0383048,6.6361203,23.4906511
20181204,XS1388938802,92.58524177,0.0386136,6.6325793,23.4690088
20181205,XS1388938802,93.1573433,0.0376759,6.6332173,23.4663363
20181206,XS1388938802,93.32198618,0.0374097,6.6315272,23.4530917
20181207,XS1388938802,93.42856545,0.0372388,6.6292891,23.4371068
20181208,XS1388938802,93.52089,0.0370914,6.6269499,23.4207543
20181209,XS1388938802,93.52341694,0.0370907,6.6242147,23.4026236
20181210,XS1388938802,93.52594433,0.03709,6.6214795,23.3845004
20181211,XS1388938802,93.83819222,0.0365836,6.6201156,23.3723744
20181212,XS1388938802,93.72466923,0.0367721,6.6169253,23.3523454
20181213,XS1388938802,93.50112239,0.0371412,6.613113,23.3294385
20181214,XS1388938802,93.380445,0.0373425,6.6095854,23.307665
20181215,XS1388938802,93.52928117,0.037102,6.6075,23.2924033
20181216,XS1388938802,93.53190202,0.0371012,6.6047657,23.2743301
20181217,XS1388938802,93.53452317,0.0371004,6.6020315,23.2562645
20181218,XS1388938802,93.51346493,0.0371385,6.5990449,23.2370012
20181219,XS1388938802,93.83864816,0.0366094,6.5978148,23.2255986
20181220,XS1388938802,94.03943734,0.0362848,6.5959735,23.2115055
20181221,XS1388938802,94.2541944,0.0359381,6.5946971,23.2002861
20181222,XS1388938802,94.03251123,0.0363026,6.5908495,23.1773512
20181223,XS1388938802,94.03488921,0.036302,6.5881144,23.1593198
20181224,XS1388938802,94.03726765,0.0363013,6.5853794,23.1412959
20181225,XS1388938802,94.12906885,0.0361547,6.582684,23.1230761
20181226,XS1388938802,94.13159262,0.0361537,6.5799506,23.1050748
20181227,XS1388938802,94.55768193,0.0354628,6.5791322,23.0955144
20181228,XS1388938802,94.18816878,0.0360677,6.5747501,23.0704818
20181229,XS1388938802,94.30673702,0.0358774,6.5724734,23.0544373
20181230,XS1388938802,94.30909363,0.0358767,6.5697392,23.0364596
20181231,XS1388938802,94.3114507,0.0358759,6.567005,23.0184893
20190101,XS1388938802,94.47162863,0.0356148,6.5645605,23.0013632
20190102,XS1388938802,94.47399657,0.0356139,6.5618272,22.9834113
20190103,XS1388938802,94.86776331,0.0349766,6.5615349,22.9766458
20190104,XS1388938802,95.26666685,0.0343336,6.5609137,22.9681552
20190105,XS1388938802,95.60261811,0.0337945,6.5598181,22.9575274
20190106,XS1388938802,95.60471783,0.0337935,6.5570846,22.9395881
20190107,XS1388938802,95.60681873,0.0337925,6.5543509,22.9216561
20190108,XS1388938802,95.06641016,0.0346683,6.5490468,22.8924212
20190109,XS1388938802,94.87194792,0.0349867,6.5454803,22.8708986
20190110,XS1388938802,94.63399634,0.0353771,6.5416136,22.8480277
20190111,XS1388938802,94.84412686,0.0350377,6.5397309,22.8337548
20190112,XS1388938802,94.61445052,0.0354149,6.5357705,22.8103838
20190113,XS1388938802,94.61686889,0.035414,6.5330371,22.7925107
20190114,XS1388938802,94.61928766,0.035413,6.5303037,22.774645
20190115,XS1388938802,94.98614046,0.0348179,6.529421,22.7649726
20190116,XS1388938802,94.71607889,0.0352609,6.5252878,22.7409402
20190117,XS1388938802,94.74842353,0.035211,6.5226626,22.7235476
20190118,XS1388938802,94.74160313,0.035225,6.5197976,22.7050682
20190119,XS1388938802,94.47965252,0.0356566,6.5156751,22.6810893
20190120,XS1388938802,94.48211681,0.0356557,6.5129419,22.663272
20190121,XS1388938802,94.48458187,0.0356547,6.5102087,22.6454622
20190122,XS1388938802,94.19504946,0.0361337,6.5061425,22.6219276
20190123,XS1388938802,94.40250396,0.0357957,6.5044492,22.6086924
20190124,XS1388938802,94.43397713,0.0357471,6.5019114,22.5917767
20190125,XS1388938802,94.4516179,0.0357213,6.4992169,22.5741433
20190126,XS1388938802,94.57654433,0.0355192,6.4972019,22.5596256
20190127,XS1388938802,94.57893431,0.0355184,6.4944681,22.5418561
20190128,XS1388938802,94.58132399,0.0355175,6.4917343,22.5240941
20190129,XS1388938802,94.47802548,0.0356904,6.4884793,22.5040399
20190130,XS1388938802,94.52476706,0.0356166,6.4859414,22.4871101
20190131,XS1388938802,94.67797367,0.0353679,6.4841045,22.4733797
20190201,XS1388938802,95.01248401,0.0348197,6.4827309,22.4613479
20190202,XS1388938802,95.31670598,0.0343257,6.4814906,22.4501732
20190203,XS1388938802,95.3189879,0.0343246,6.4787576,22.4324505
20190204,XS1388938802,95.32127065,0.0343236,6.4760245,22.4147352
20190205,XS1388938802,95.32355373,0.0343225,6.4732915,22.3970274
20190206,XS1388938802,95.32583852,0.0343214,6.4705583,22.3793267
20190207,XS1388938802,95.32813462,0.0343203,6.4678253,22.3616339
20190208,XS1388938802,94.9398295,0.0349587,6.4630867,22.3351762
20190209,XS1388938802,95.1836289,0.034562,6.4614702,22.3223053
20190210,XS1388938802,95.18598285,0.0345609,6.4587374,22.3046383
20190211,XS1388938802,95.18833668,0.0345598,6.4560046,22.2869788
20190212,XS1388938802,95.24386402,0.0344716,6.453548,22.2705314
20190213,XS1388938802,94.96920386,0.0349249,6.4494383,22.2469173
20190214,XS1388938802,94.86546018,0.0350984,6.4461757,22.2269783
20190215,XS1388938802,94.76416632,0.0352683,6.4429501,22.2072588
20190216,XS1388938802,95.14316226,0.0346477,6.4422382,22.1984855
20190217,XS1388938802,95.14547113,0.0346467,6.4395049,22.1808687
20190218,XS1388938802,95.14778042,0.0346457,6.4367716,22.1632593
20190219,XS1388938802,95.12388119,0.0346878,6.4339466,22.1453257
20190220,XS1388938802,95.11530848,0.0347047,6.4310418,22.1269019
20190221,XS1388938802,95.30677619,0.0343929,6.4293021,22.1136385
20190222,XS1388938802,95.20342427,0.0345654,6.4260386,22.0937491
20190223,XS1388938802,95.13226215,0.0346853,6.4228597,22.0742222
20190224,XS1388938802,95.13457598,0.0346843,6.4201264,22.0566582
20190225,XS1388938802,95.13688985,0.0346833,6.417393,22.0391016
20190226,XS1388938802,95.32088285,0.0343833,6.4155208,22.0252301
20190227,XS1388938802,95.42725692,0.0342112,6.4132877,22.0097511
20190228,XS1388938802,95.57889839,0.033965,6.4112948,21.995396
20190301,XS1388938802,95.42753649,0.0342161,6.407573,21.9734622
20190302,XS1388938802,95.41493971,0.0342449,6.4048408,21.955945
20190303,XS1388938802,95.41728713,0.0342437,6.4021086,21.9384353
20190304,XS1388938802,95.41963469,0.0342425,6.3993764,21.9209331
20190305,XS1388938802,94.91303963,0.0350823,6.3939135,21.8916803
20190306,XS1388938802,95.17550169,0.0346508,6.3925826,21.8802749
20190307,XS1388938802,95.3141259,0.0344247,6.3906361,21.8662353
20190308,XS1388938802,95.47230274,0.0341665,6.3886432,21.8519037
20190309,XS1388938802,95.8881922,0.0334852,6.3880586,21.8436618
20190310,XS1388938802,95.89041589,0.0334839,6.3853263,21.8261976
20190311,XS1388938802,95.89263988,0.0334827,6.3825939,21.8087408
20190312,XS1388938802,95.86815831,0.0335254,6.3797445,21.7908309
20190313,XS1388938802,95.79371445,0.0336502,6.3766292,21.7717921
20190314,XS1388938802,96.05252986,0.0332275,6.3751731,21.7597718
20190315,XS1388938802,95.99807393,0.0333193,6.3720649,21.7406797
20190316,XS1388938802,96.07600817,0.0331937,6.3697103,21.724864
20190317,XS1388938802,96.07817332,0.0331925,6.3669779,21.7074496
20190318,XS1388938802,96.0803378,0.0331913,6.3642454,21.6900427
20190319,XS1388938802,96.24064359,0.0329305,6.3623033,21.6760179
20190320,XS1388938802,96.23763067,0.0329377,6.3595379,21.6584888
20190321,XS1388938802,96.18008321,0.0330344,6.3565424,21.6400163
20190322,XS1388938802,96.79562969,0.0320292,6.356739,21.6349797
20190323,XS1388938802,96.793982,0.0320339,6.3539795,21.6174667
